Student ID,Payment Date
SID11411,April 19
SID11412,April 25
SID11413,April 4
SID11414,April 24
SID11415,April 26
SID11416,April 25
SID11417,April 1
SID11418,April 2
SID11419,April 4
SID1142,April 4
SID11420,April 23
SID11421,April 27
SID11422,April 22
SID11423,April 14
SID11424,April 8
SID11425,April 9
SID11426,April 1
SID11427,April 6
SID11428,April 8
SID11429,April 1
SID1143,April 21
SID11430,April 8
SID11431,April 6
SID11432,April 6
SID11433,April 14
SID11434,April 7
SID11435,April 14
SID11436,April 5
SID11437,April 5
SID11438,April 11
SID11439,April 6
SID1144,April 24
SID11440,April 2
SID11441,April 12
SID11442,April 22
SID11443,April 5
SID11444,April 18
SID11445,April 3
SID11446,April 5
SID11447,April 1
SID11448,April 1
SID11449,April 8
SID1145,April 10
SID11450,April 22
SID11451,April 22
SID11452,April 7
SID11453,April 26
SID11454,April 21
SID11455,April 17
SID11456,April 13
SID11457,April 2
SID11458,April 8
SID11459,April 16
SID1146,April 26
SID11460,April 3
SID11461,April 5
SID11462,April 9
SID11463,April 1
SID11464,April 23
SID11465,April 14
SID11466,April 24
SID11467,April 2
SID11468,April 12
SID11469,April 9
SID1147,April 13
SID11470,April 10
SID11471,April 4
SID11472,April 28
SID11473,April 26
SID11474,April 3
SID11475,April 12
SID11476,April 18
SID11477,April 10
SID11478,April 4
SID11479,April 28
SID1148,April 17
SID11480,April 23
SID11481,April 2
SID11482,April 26
SID11483,April 22
SID11484,April 25
SID11485,April 24
SID11486,April 3
SID11487,April 5
SID11488,April 23
SID11489,April 7
SID1149,April 17
SID11490,April 18
SID11491,April 15
SID11492,April 25
SID11493,April 16
SID11494,April 11
SID11495,April 18
SID11496,April 5
SID11497,April 6
SID11498,April 25
SID11499,April 20
SID1150,April 18
SID11500,April 12
SID11501,April 25
SID11502,April 28
SID11503,April 13
SID11504,April 7
SID11505,April 14
SID11506,April 14
SID11507,April 12
SID11508,April 8
SID11509,April 6
SID1151,April 20
SID11510,April 12
SID11511,April 16
SID11512,April 26
SID11513,April 23
SID11514,April 25
SID11515,April 14
SID11516,April 12
SID11517,April 23
SID11518,April 13
SID11519,April 2
SID1152,April 9
SID11520,April 19
SID11521,April 6
SID11522,April 10
SID11523,April 4
SID11524,April 16
SID11525,April 23
SID11526,April 15
SID11527,April 17
SID11528,April 27
SID11529,April 10
SID1153,April 16
SID11530,April 5
SID11531,April 12
SID11532,April 1
SID11533,April 3
SID11534,April 1
SID11535,April 19
SID11536,April 8
SID11537,April 1
SID11538,April 14
SID11539,April 23
SID1154,April 21
SID11540,April 27
SID11541,April 21
SID11542,April 1
SID11543,April 22
SID11544,April 6
SID11545,April 12
SID11546,April 21
SID11547,April 10
SID11548,April 23
SID11549,April 21
SID1155,April 24
SID11550,April 23
SID11551,April 17
SID11552,April 11
SID11553,April 24
SID11554,April 4
SID11555,April 3
SID11556,April 27
SID11557,April 9
SID11558,April 26
SID11559,April 4
SID1156,April 26
SID11560,April 13
SID11561,April 20
SID11562,April 6
SID11563,April 3
SID11564,April 16
SID11565,April 22
SID11566,April 28
SID11567,April 6
SID11568,April 1
SID11569,April 21
SID1157,April 19
SID11570,April 7
SID11571,April 16
SID11572,April 21
SID11573,April 11
SID11574,April 10
SID11575,April 5
SID11576,April 18
SID11577,April 27
SID11578,April 17
SID11579,April 13
SID1158,April 17
SID11580,April 27
SID11581,April 26
SID11582,April 7
SID11583,April 10
SID11584,April 28
SID11585,April 24
SID11586,April 23
SID11587,April 21
SID11588,April 21
SID11589,April 20
SID1159,April 1
SID11590,April 26
SID11591,April 15
SID11592,April 24
SID11593,April 25
SID11594,April 10
SID11595,April 9
SID11596,April 11
SID11597,April 15
SID11598,April 5
SID11599,April 17
SID1160,April 13
SID11600,April 22
SID11601,April 5
SID11602,April 18
SID11603,April 18
SID11604,April 19
SID11605,April 21
SID11606,April 11
SID11607,April 21
SID11608,April 24
SID11609,April 15
SID1161,April 23
SID11610,April 25
SID11611,April 19
SID11612,April 22
SID11613,April 16
SID11614,April 12
SID11615,April 2
SID11616,April 1
SID11617,April 18
SID11618,April 11
SID11619,April 13
SID1162,April 17
SID11620,April 10
SID11621,April 28
SID11622,April 16
SID11623,April 23
SID11624,April 28
SID11625,April 11
SID11626,April 15
SID11627,April 6
SID11628,April 1
SID11629,April 17
SID1163,April 18
SID11630,April 19
SID11631,April 4
SID11632,April 26
SID11633,April 22
SID11634,April 18
SID11635,April 3
SID11636,April 17
SID11637,April 5
SID11638,April 10
SID11639,April 26
SID1164,April 7
SID11640,April 12
SID11641,April 15
SID11642,April 7
SID11643,April 11
SID11644,April 25
SID11645,April 24
SID11646,April 28
SID11647,April 9
SID11648,April 12
SID11649,April 11
SID1165,April 19
SID11650,April 13
SID11651,April 11
SID11652,April 6
SID11653,April 1
SID11654,April 19
SID11655,April 10
SID11656,April 28
SID11657,April 4
SID11658,April 10
SID11659,April 28
SID1166,April 2
SID11660,April 10
SID11661,April 20
SID11662,April 23
SID11663,April 18
SID11664,April 21
SID11665,April 24
SID11666,April 19
SID11667,April 15
SID11668,April 28
SID11669,April 20
SID1167,April 24
SID11670,April 27
SID11671,April 5
SID11672,April 9
SID11673,April 20
SID11674,April 9
SID11675,April 6
SID11676,April 26
SID11677,April 25
SID11678,April 5
SID11679,April 13
SID1168,April 1
SID11680,April 27
SID11681,April 28
SID11682,April 8
SID11683,April 14
SID11684,April 9
SID11685,April 5
SID11686,April 3
SID11687,April 17
SID11688,April 8
SID11689,April 21
SID1169,April 16
SID11690,April 20
SID11691,April 13
SID11692,April 11
SID11693,April 1
SID11694,April 17
SID11695,April 26
SID11696,April 4
SID11697,April 1
SID11698,April 21
SID11699,April 23
SID1170,April 27
SID11700,April 22
SID11701,April 3
SID11702,April 6
SID11703,April 19
SID11704,April 25
SID11705,April 11
SID11706,April 5
SID11707,April 26
SID11708,April 5
SID11709,April 9
SID1171,April 4
SID11710,April 25
SID11711,April 25
SID11712,April 7
SID11713,April 17
SID11714,April 24
SID11715,April 15
SID11716,April 21
SID11717,April 3
SID11718,April 14
SID11719,April 2
SID1172,April 22
SID11720,April 5
SID11721,April 2
SID11722,April 22
SID11723,April 2
SID11724,April 2
SID11725,April 15
SID11726,April 24
SID11727,April 17
SID11728,April 8
SID11729,April 1
SID1173,April 11
SID11730,April 10
SID11731,April 11
SID11732,April 21
SID11733,April 21
SID11734,April 4
SID11735,April 17
SID11736,April 16
SID11737,April 5
SID11738,April 23
SID11739,April 18
SID1174,April 3
SID11740,April 16
SID11741,April 6
SID11742,April 7
SID11743,April 22
SID11744,April 13
SID11745,April 23
SID11746,April 22
SID11747,April 14
SID11748,April 7
SID11749,April 20
SID1175,April 2
SID11750,April 16
SID11751,April 12
SID11752,April 21
SID11753,April 8
SID11754,April 20
SID11755,April 9
SID11756,April 10
SID11757,April 27
SID11758,April 9
SID11759,April 1
SID1176,April 21
SID11760,April 16
SID11761,April 21
SID11762,April 9
SID11763,April 19
SID11764,April 28
SID11765,April 18
SID11766,April 12
SID11767,April 20
SID11768,April 23
SID11769,April 14
SID1177,April 3
SID11770,April 3
SID11771,April 14
SID11772,April 18
SID11773,April 25
SID11774,April 18
SID11775,April 3
SID11776,April 22
SID11777,April 13
SID11778,April 14
SID11779,April 1
SID1178,April 24
SID11780,April 4
SID11781,April 12
SID11782,April 10
SID11783,April 6
SID11784,April 20
SID11785,April 14
SID11786,April 4
SID11787,April 7
SID11788,April 10
SID11789,April 9
SID1179,April 17
SID11790,April 24
SID11791,April 16
SID11792,April 5
SID11793,April 23
SID11794,April 20
SID11795,April 26
SID11796,April 28
SID11797,April 10
SID11798,April 11
SID11799,April 23
SID1180,April 27
SID11800,April 18
SID11801,April 5
SID11802,April 17
SID11803,April 13
SID11804,April 20
SID11805,April 25
SID11806,April 18
SID11807,April 3
SID11808,April 23
SID11809,April 16
SID1181,April 9
SID11810,April 23
SID11811,April 10
SID11812,April 1
SID11813,April 20
SID11814,April 11
SID11815,April 3
SID11816,April 27
SID11817,April 2
SID11818,April 8
SID11819,April 28
SID1182,April 11
SID11820,April 26
SID11821,April 19
SID11822,April 15
SID11823,April 8
SID11824,April 19
SID11825,April 18
SID11826,April 25
SID11827,April 4
SID11828,April 26
SID11829,April 2
SID1183,April 24
SID11830,April 9
SID11831,April 11
SID11832,April 20
SID11833,April 6
SID11834,April 14
SID11835,April 21
SID11836,April 12
SID11837,April 10
SID11838,April 13
SID11839,April 27
SID1184,April 22
SID11840,April 12
SID11841,April 19
SID11842,April 3
SID11843,April 24
SID11844,April 14
SID11845,April 1
SID11846,April 10
SID11847,April 20
SID11848,April 22
SID11849,April 27
SID1185,April 4
SID11850,April 27
SID11851,April 13
SID11852,April 9
SID11853,April 5
SID11854,April 3
SID11855,April 27
SID11856,April 16
SID11857,April 14
SID11858,April 11
SID11859,April 24
SID1186,April 3
SID11860,April 10
SID11861,April 10
SID11862,April 28
SID11863,April 21
SID11864,April 20
SID11865,April 26
SID11866,April 5
SID11867,April 9
SID11868,April 24
SID11869,April 8
SID1187,April 7
SID11870,April 24
SID11871,April 1
SID11872,April 10
SID11873,April 25
SID11874,April 11
SID11875,April 5
SID11876,April 2
SID11877,April 14
SID11878,April 13
SID11879,April 7
SID1188,April 12
SID11880,April 13
SID11881,April 12
SID11882,April 10
SID11883,April 2
SID11884,April 27
SID11885,April 26
SID11886,April 22
SID11887,April 28
SID11888,April 26
SID11889,April 19
SID1189,April 22
SID11890,April 27
SID11891,April 14
SID11892,April 10
SID11893,April 28
SID11894,April 3
SID11895,April 18
SID11896,April 10
SID11897,April 5
SID11898,April 4
SID11899,April 7
SID1190,April 25
SID11900,April 6
SID11901,April 16
SID11902,April 17
SID11903,April 20
SID11904,April 22
SID11905,April 22
SID11906,April 14
SID11907,April 14
SID11908,April 27
SID11909,April 6
SID1191,April 26
SID11910,April 4
SID11911,April 23
SID11912,April 7
SID11913,April 21
SID11914,April 22
SID11915,April 20
SID11916,April 7
SID11917,April 24
SID11918,April 4
SID11919,April 14
SID1192,April 8
SID11920,April 3
SID11921,April 28
SID11922,April 4
SID11923,April 3
SID11924,April 20
SID11925,April 19
SID11926,April 2
SID11927,April 5
SID11928,April 24
SID11929,April 19
SID1193,April 2
SID11930,April 15
SID11931,April 6
SID11932,April 17
SID11933,April 10
SID11934,April 24
SID11935,April 16
SID11936,April 2
SID11937,April 10
SID11938,April 1
SID11939,April 8
SID1194,April 7
SID11940,April 15
SID11941,April 17
SID11942,April 3
SID11943,April 28
SID11944,April 15
SID11945,April 7
SID11946,April 11
SID11947,April 8
SID11948,April 2
SID11949,April 5
SID1195,April 7
SID11950,April 23
SID11951,April 8
SID11952,April 12
SID11953,April 3
SID11954,April 2
SID11955,April 21
SID11956,April 11
SID11957,April 14
SID11958,April 25
SID11959,April 28
SID1196,April 18
SID11960,April 18
SID11961,April 6
SID11962,April 18
SID11963,April 18
SID11964,April 26
SID11965,April 27
SID11966,April 5
SID11967,April 4
SID11968,April 11
SID11969,April 21
SID1197,April 14
SID11970,April 21
SID11971,April 8
SID11972,April 22
SID11973,April 11
SID11974,April 25
SID11975,April 13
SID11976,April 9
SID11977,April 13
SID11978,April 11
SID11979,April 13
SID1198,April 21
SID11980,April 1
SID11981,April 18
SID11982,April 27
SID11983,April 7
SID11984,April 8
SID11985,April 7
SID11986,April 8
SID11987,April 12
SID11988,April 22
SID11989,April 18
SID1199,April 23
SID11990,April 17
SID11991,April 28
SID11992,April 18
SID11993,April 12
SID11994,April 22
SID11995,April 15
SID11996,April 11
SID11997,April 27
SID11998,April 19
SID11999,April 4
SID1200,April 22
SID12000,April 14
SID12001,April 20
SID12002,April 12
SID12003,April 23
SID12004,April 5
SID12005,April 27
SID12006,April 15
SID12007,April 3
SID12008,April 11
SID12009,April 20
SID1201,April 3
SID12010,April 5
SID12011,April 6
SID12012,April 24
SID12013,April 3
SID12014,April 11
SID12015,April 11
SID12016,April 7
SID12017,April 11
SID12018,April 17
SID12019,April 1
SID1202,April 19
SID12020,April 2
SID12021,April 3
SID12022,April 7
SID12023,April 3
SID12024,April 20
SID12025,April 11
SID12026,April 26
SID12027,April 24
SID12028,April 13
SID12029,April 23
SID1203,April 28
SID12030,April 1
SID12031,April 6
SID12032,April 11
SID12033,April 23
SID12034,April 23
SID12035,April 14
SID12036,April 6
SID12037,April 19
SID12038,April 6
SID12039,April 9
SID1204,April 28
SID12040,April 19
SID12041,April 6
SID12042,April 24
SID12043,April 11
SID12044,April 12
SID12045,April 7
SID12046,April 17
SID12047,April 3
SID12048,April 10
SID12049,April 23
SID1205,April 8
SID12050,April 20
SID12051,April 16
SID12052,April 25
SID12053,April 26
SID12054,April 17
SID12055,April 9
SID12056,April 10
SID12057,April 3
SID12058,April 3
SID12059,April 15
SID1206,April 10
SID12060,April 7
SID12061,April 7
SID12062,April 1
SID12063,April 26
SID12064,April 12
SID12065,April 16
SID12066,April 24
SID12067,April 19
SID12068,April 28
SID12069,April 5
SID1207,April 28
SID12070,April 18
SID12071,April 11
SID12072,April 11
SID12073,April 3
SID12074,April 2
SID12075,April 13
SID12076,April 5
SID12077,April 28
SID12078,April 16
SID12079,April 23
SID1208,April 20
SID12080,April 12
SID12081,April 6
SID12082,April 7
SID12083,April 21
SID12084,April 21
SID12085,April 3
SID12086,April 10
SID12087,April 13
SID12088,April 4
SID12089,April 2
SID1209,April 25
SID12090,April 11
SID12091,April 25
SID12092,April 28
SID12093,April 16
SID12094,April 7
SID12095,April 21
SID12096,April 21
SID12097,April 26
SID12098,April 4
SID12099,April 18
SID1210,April 8
SID12100,April 5
SID12101,April 18
SID12102,April 10
SID12103,April 16
SID12104,April 26
SID12105,April 9
SID12106,April 4
SID12107,April 28
SID12108,April 22
SID12109,April 11
SID1211,April 9
SID12110,April 13
SID12111,April 4
SID12112,April 18
SID12113,April 14
SID12114,April 28
SID12115,April 3
SID12116,April 24
SID12117,April 13
SID12118,April 16
SID12119,April 2
SID1212,April 4
SID12120,April 7
SID12121,April 27
SID12122,April 24
SID12123,April 2
SID12124,April 7
SID12125,April 25
SID12126,April 7
SID12127,April 11
SID12128,April 21
SID12129,April 25
SID1213,April 6
SID12130,April 14
SID12131,April 28
SID12132,April 19
SID12133,April 15
SID12134,April 2
SID12135,April 7
SID12136,April 17
SID12137,April 17
SID12138,April 14
SID12139,April 1
SID1214,April 23
SID12140,April 5
SID12141,April 24
SID12142,April 25
SID12143,April 22
SID12144,April 8
SID12145,April 2
SID12146,April 15
SID12147,April 23
SID12148,April 5
SID12149,April 15
SID1215,April 6
SID12150,April 14
SID12151,April 27
SID12152,April 22
SID12153,April 1
SID12154,April 13
SID12155,April 18
SID12156,April 3
SID12157,April 17
SID12158,April 6
SID12159,April 22
SID1216,April 17
SID12160,April 16
SID12161,April 19
SID12162,April 16
SID12163,April 19
SID12164,April 16
SID12165,April 7
SID12166,April 15
SID12167,April 25
SID12168,April 5
SID12169,April 13
SID1217,April 10
SID12170,April 12
SID12171,April 7
SID12172,April 16
SID12173,April 20
SID12174,April 5
SID12175,April 4
SID12176,April 16
SID12177,April 25
SID12178,April 8
SID12179,April 25
SID1218,April 18
SID12180,April 19
SID12181,April 13
SID12182,April 8
SID12183,April 25
SID12184,April 27
SID12185,April 15
SID12186,April 17
SID12187,April 15
SID12188,April 8
SID12189,April 21
SID1219,April 25
SID12190,April 2
SID12191,April 17
SID12192,April 28
SID12193,April 4
SID12194,April 27
SID12195,April 8
SID12196,April 25
SID12197,April 28
SID12198,April 10
SID12199,April 9
SID1220,April 3
SID12200,April 16
SID12201,April 11
SID12202,April 20
SID12203,April 9
SID12204,April 14
SID12205,April 20
SID12206,April 1
SID12207,April 5
SID12208,April 22
SID12209,April 3
SID1221,April 20
SID12210,April 19
SID12211,April 25
SID12212,April 19
SID12213,April 18
SID12214,April 25
SID12215,April 11
SID12216,April 2
SID12217,April 21
SID12218,April 2
SID12219,April 12
SID1222,April 27
SID12220,April 15
SID12221,April 28
SID12222,April 13
SID12223,April 20
SID12224,April 16
SID12225,April 19
SID12226,April 24
SID12227,April 17
SID12228,April 22
SID12229,April 2
SID1223,April 5
SID12230,April 17
SID12231,April 7
SID12232,April 15
SID12233,April 12
SID12234,April 17
SID12235,April 27
SID12236,April 15
SID12237,April 18
SID12238,April 3
SID12239,April 3
SID1224,April 10
SID12240,April 3
SID12241,April 1
SID12242,April 18
SID12243,April 3
SID12244,April 22
SID12245,April 10
SID12246,April 15
SID12247,April 19
SID12248,April 14
SID12249,April 9
SID1225,April 2
SID12250,April 16
SID12251,April 25
SID12252,April 7
SID12253,April 10
SID12254,April 12
SID12255,April 27
SID12256,April 1
SID12257,April 10
SID12258,April 20
SID12259,April 9
SID1226,April 22
SID12260,April 7
SID12261,April 11
SID12262,April 21
SID12263,April 6
SID12264,April 27
SID12265,April 1
SID12266,April 6
SID12267,April 26
SID12268,April 11
SID12269,April 22
SID1227,April 10
SID12270,April 24
SID12271,April 11
SID12272,April 2
SID12273,April 25
SID12274,April 22
SID12275,April 5
SID12276,April 13
SID12277,April 24
SID12278,April 9
SID12279,April 23
SID1228,April 21
SID12280,April 20
SID12281,April 5
SID12282,April 1
SID12283,April 24
SID12284,April 22
SID12285,April 26
SID12286,April 1
SID12287,April 22
SID12288,April 27
SID12289,April 2
SID1229,April 16
SID12290,April 9
SID12291,April 7
SID12292,April 21
SID12293,April 20
SID12294,April 5
SID12295,April 21
SID12296,April 20
SID12297,April 27
SID12298,April 26
SID12299,April 7
SID1230,April 22
SID12300,April 10
SID12301,April 14
SID12302,April 23
SID12303,April 21
SID12304,April 5
SID12305,April 25
SID12306,April 18
SID12307,April 16
SID12308,April 10
SID12309,April 22
SID1231,April 10
SID12310,April 23
SID12311,April 21
SID12312,April 4
SID12313,April 6
SID12314,April 14
SID12315,April 22
SID12316,April 6
SID12317,April 23
SID12318,April 8
SID12319,April 22
SID1232,April 28
SID12320,April 22
SID12321,April 8
SID12322,April 12
SID12323,April 15
SID12324,April 6
